transaction_id,date,customer_id,product_id,product_category,region,amount,tax,total_revenue
TRX-15559,2025-07-24,CUST-619,PROD-1963,Toys,Latin America,178.66,14.29,192.95
TRX-15560,2025-08-01,CUST-789,PROD-1156,Electronics,North America,414.28,33.14,447.42
TRX-15561,2025-02-25,CUST-977,PROD-4198,Toys,Latin America,198.99,15.92,214.91
TRX-15562,2025-12-12,CUST-271,PROD-1085,Sports,Europe,36.07,2.89,38.96
TRX-15563,2025-03-26,CUST-930,PROD-2762,Clothing,Asia Pacific,270.7,21.66,292.36
TRX-15564,2025-07-15,CUST-480,PROD-4891,Toys,North America,222.43,17.79,240.22
TRX-15565,2025-09-23,CUST-149,PROD-2767,Electronics,Latin America,10.06,0.8,10.86
TRX-15566,2025-04-28,CUST-424,PROD-4209,Clothing,Europe,175.3,14.02,189.32
TRX-15567,2025-08-01,CUST-789,PROD-4346,Clothing,Latin America,140.12,11.21,151.33
TRX-15568,2025-07-05,CUST-515,PROD-3076,Home & Garden,North America,49.32,3.95,53.27
TRX-15569,2025-05-10,CUST-211,PROD-2522,Clothing,Latin America,255.53,20.44,275.97
TRX-15570,2025-08-05,CUST-868,PROD-3255,Sports,North America,250.78,20.06,270.84
TRX-15571,2025-02-01,CUST-766,PROD-1801,Clothing,Asia Pacific,462.04,36.96,499.0
TRX-15572,2025-04-12,CUST-314,PROD-2264,Sports,Latin America,400.71,32.06,432.77
TRX-15573,2025-02-21,CUST-974,PROD-2761,Electronics,North America,435.99,34.88,470.87
TRX-15574,2025-03-19,CUST-375,PROD-1018,Sports,Asia Pacific,341.58,27.33,368.91
TRX-15575,2025-07-30,CUST-539,PROD-2155,Clothing,Asia Pacific,71.29,5.7,76.99
TRX-15576,2025-11-10,CUST-869,PROD-3707,Home & Garden,Asia Pacific,12.35,0.99,13.34
TRX-15577,2025-01-16,CUST-169,PROD-2083,Home & Garden,North America,66.44,5.32,71.76
TRX-15578,2025-11-08,CUST-105,PROD-2477,Home & Garden,Asia Pacific,462.36,36.99,499.35
TRX-15579,2025-12-22,CUST-740,PROD-2503,Electronics,Asia Pacific,418.93,33.51,452.44
TRX-15580,2025-09-01,CUST-517,PROD-4198,Electronics,Asia Pacific,495.92,39.67,535.59
TRX-15581,2025-06-18,CUST-664,PROD-4639,Clothing,North America,271.8,21.74,293.54
TRX-15582,2025-05-08,CUST-790,PROD-1708,Home & Garden,North America,40.97,3.28,44.25
TRX-15583,2025-11-09,CUST-358,PROD-4300,Toys,Asia Pacific,129.62,10.37,139.99
TRX-15584,2025-04-26,CUST-479,PROD-3790,Home & Garden,Europe,36.35,2.91,39.26
TRX-15585,2025-02-28,CUST-921,PROD-1519,Toys,North America,450.09,36.01,486.1
TRX-15586,2025-10-22,CUST-514,PROD-4537,Clothing,Europe,282.71,22.62,305.33
TRX-15587,2025-06-12,CUST-115,PROD-4049,Clothing,North America,484.07,38.73,522.8
TRX-15588,2025-04-12,CUST-548,PROD-4575,Electronics,North America,272.99,21.84,294.83
TRX-15589,2025-01-26,CUST-352,PROD-4453,Electronics,Latin America,317.63,25.41,343.04
TRX-15590,2025-11-09,CUST-169,PROD-1028,Electronics,Latin America,381.67,30.53,412.2
TRX-15591,2025-03-18,CUST-506,PROD-2284,Sports,Latin America,140.21,11.22,151.43
TRX-15592,2025-08-16,CUST-212,PROD-1465,Toys,Asia Pacific,392.02,31.36,423.38
TRX-15593,2025-12-04,CUST-144,PROD-2843,Toys,Europe,440.75,35.26,476.01
TRX-15594,2025-11-29,CUST-116,PROD-2285,Home & Garden,North America,360.75,28.86,389.61
TRX-15595,2025-10-29,CUST-418,PROD-2883,Sports,Latin America,408.83,32.71,441.54
TRX-15596,2025-06-09,CUST-201,PROD-2583,Toys,Europe,60.13,4.81,64.94
TRX-15597,2025-04-18,CUST-542,PROD-1211,Clothing,Asia Pacific,270.65,21.65,292.3
TRX-15598,2025-11-23,CUST-209,PROD-4418,Clothing,Latin America,241.55,19.32,260.87
TRX-15599,2025-12-29,CUST-734,PROD-4400,Home & Garden,Asia Pacific,82.97,6.64,89.61
TRX-15600,2025-10-29,CUST-283,PROD-2156,Electronics,Europe,194.52,15.56,210.08
TRX-15601,2025-10-25,CUST-781,PROD-4434,Clothing,Asia Pacific,367.57,29.41,396.98
TRX-15602,2025-11-02,CUST-187,PROD-1338,Electronics,Europe,107.99,8.64,116.63
TRX-15603,2025-03-05,CUST-553,PROD-1365,Sports,North America,301.92,24.15,326.07
TRX-15604,2025-07-21,CUST-846,PROD-3447,Electronics,Europe,192.49,15.4,207.89
TRX-15605,2025-11-18,CUST-383,PROD-4847,Home & Garden,Europe,390.7,31.26,421.96
TRX-15606,2025-09-29,CUST-616,PROD-3363,Sports,Asia Pacific,32.42,2.59,35.01
TRX-15607,2025-08-19,CUST-450,PROD-3855,Sports,North America,386.29,30.9,417.19
TRX-15608,2025-06-27,CUST-545,PROD-1690,Toys,Europe,43.05,3.44,46.49
TRX-15609,2025-01-10,CUST-963,PROD-1290,Home & Garden,Latin America,22.72,1.82,24.54
TRX-15610,2025-12-07,CUST-776,PROD-4893,Electronics,Latin America,370.98,29.68,400.66
TRX-15611,2025-09-15,CUST-584,PROD-3099,Clothing,Latin America,477.18,38.17,515.35
TRX-15612,2025-01-01,CUST-765,PROD-4890,Sports,North America,221.59,17.73,239.32
TRX-15613,2025-12-06,CUST-682,PROD-2620,Electronics,Latin America,340.63,27.25,367.88
TRX-15614,2025-11-23,CUST-295,PROD-1238,Clothing,Asia Pacific,257.14,20.57,277.71
TRX-15615,2025-11-28,CUST-522,PROD-3974,Clothing,Asia Pacific,191.9,15.35,207.25
TRX-15616,2025-11-28,CUST-668,PROD-4552,Electronics,Europe,251.45,20.12,271.57
TRX-15617,2025-07-21,CUST-393,PROD-1591,Toys,Europe,324.73,25.98,350.71
TRX-15618,2025-11-25,CUST-573,PROD-4041,Electronics,North America,24.08,1.93,26.01
TRX-15619,2025-03-29,CUST-578,PROD-2647,Sports,Europe,489.27,39.14,528.41
TRX-15620,2025-03-02,CUST-109,PROD-4947,Clothing,Asia Pacific,298.2,23.86,322.06
TRX-15621,2025-03-03,CUST-432,PROD-3742,Clothing,Latin America,420.2,33.62,453.82
TRX-15622,2025-03-29,CUST-588,PROD-4641,Sports,North America,159.81,12.78,172.59
TRX-15623,2025-03-02,CUST-213,PROD-3724,Sports,Europe,66.47,5.32,71.79
TRX-15624,2025-07-21,CUST-965,PROD-4760,Electronics,Europe,378.48,30.28,408.76
TRX-15625,2025-11-22,CUST-718,PROD-1166,Electronics,Asia Pacific,239.41,19.15,258.56
TRX-15626,2025-06-12,CUST-383,PROD-4148,Clothing,North America,393.88,31.51,425.39
TRX-15627,2025-02-19,CUST-878,PROD-1476,Clothing,North America,281.92,22.55,304.47
TRX-15628,2025-03-26,CUST-714,PROD-3033,Sports,North America,100.97,8.08,109.05
TRX-15629,2025-05-24,CUST-212,PROD-2111,Home & Garden,Latin America,84.7,6.78,91.48
TRX-15630,2025-03-08,CUST-845,PROD-1146,Sports,North America,147.99,11.84,159.83
TRX-15631,2025-02-12,CUST-521,PROD-1692,Home & Garden,Latin America,464.72,37.18,501.9
TRX-15632,2025-10-07,CUST-182,PROD-4677,Sports,North America,62.18,4.97,67.15
TRX-15633,2025-08-09,CUST-230,PROD-1815,Home & Garden,Asia Pacific,282.53,22.6,305.13
TRX-15634,2025-06-14,CUST-420,PROD-3235,Home & Garden,Asia Pacific,100.28,8.02,108.3
TRX-15635,2025-06-22,CUST-755,PROD-3867,Clothing,Latin America,416.47,33.32,449.79
TRX-15636,2025-04-12,CUST-440,PROD-2511,Toys,Latin America,23.74,1.9,25.64
TRX-15637,2025-01-17,CUST-234,PROD-1734,Sports,Latin America,239.65,19.17,258.82
TRX-15638,2025-12-14,CUST-734,PROD-4945,Sports,Latin America,458.32,36.67,494.99
TRX-15639,2025-01-17,CUST-604,PROD-1161,Toys,Europe,476.08,38.09,514.17
TRX-15640,2025-11-22,CUST-239,PROD-4448,Electronics,Europe,494.13,39.53,533.66
TRX-15641,2025-02-10,CUST-285,PROD-2198,Home & Garden,Europe,122.97,9.84,132.81
TRX-15642,2025-08-30,CUST-154,PROD-2856,Clothing,North America,333.56,26.68,360.24
TRX-15643,2025-11-21,CUST-244,PROD-1744,Toys,Asia Pacific,377.56,30.2,407.76
TRX-15644,2025-03-03,CUST-883,PROD-4743,Toys,Europe,439.82,35.19,475.01
TRX-15645,2025-05-30,CUST-686,PROD-4438,Clothing,Asia Pacific,18.49,1.48,19.97
TRX-15646,2025-01-18,CUST-749,PROD-4057,Clothing,Europe,238.79,19.1,257.89
TRX-15647,2025-09-27,CUST-684,PROD-1187,Clothing,Europe,85.67,6.85,92.52
TRX-15648,2025-08-31,CUST-178,PROD-4094,Toys,North America,401.81,32.14,433.95
TRX-15649,2025-05-11,CUST-747,PROD-4408,Electronics,North America,431.87,34.55,466.42
TRX-15650,2025-11-18,CUST-143,PROD-4625,Clothing,North America,13.07,1.05,14.12
TRX-15651,2025-04-19,CUST-322,PROD-3414,Clothing,North America,322.17,25.77,347.94
TRX-15652,2025-12-25,CUST-506,PROD-4847,Electronics,Latin America,216.85,17.35,234.2
TRX-15653,2025-12-08,CUST-314,PROD-2456,Toys,Latin America,468.97,37.52,506.49
TRX-15654,2025-01-15,CUST-635,PROD-2295,Home & Garden,Europe,329.8,26.38,356.18
TRX-15655,2025-11-19,CUST-163,PROD-2025,Toys,North America,310.81,24.86,335.67
TRX-15656,2025-08-24,CUST-522,PROD-2523,Toys,Asia Pacific,298.12,23.85,321.97
TRX-15657,2025-10-02,CUST-879,PROD-1341,Clothing,Latin America,98.75,7.9,106.65
TRX-15658,2025-05-25,CUST-699,PROD-3779,Sports,Europe,322.86,25.83,348.69
TRX-15659,2025-03-15,CUST-378,PROD-3442,Sports,Latin America,438.34,35.07,473.41
TRX-15660,2025-03-10,CUST-190,PROD-1277,Toys,North America,227.89,18.23,246.12
TRX-15661,2025-02-11,CUST-601,PROD-4952,Clothing,Europe,488.01,39.04,527.05
TRX-15662,2025-10-12,CUST-689,PROD-1971,Electronics,Latin America,27.33,2.19,29.52
TRX-15663,2025-08-19,CUST-115,PROD-3293,Electronics,Asia Pacific,208.48,16.68,225.16
TRX-15664,2025-11-18,CUST-672,PROD-4619,Clothing,Europe,295.5,23.64,319.14
TRX-15665,2025-02-20,CUST-230,PROD-2666,Home & Garden,Europe,475.41,38.03,513.44
TRX-15666,2025-07-20,CUST-107,PROD-3334,Electronics,Europe,285.59,22.85,308.44
TRX-15667,2025-05-11,CUST-508,PROD-1708,Electronics,North America,178.51,14.28,192.79
TRX-15668,2025-10-14,CUST-493,PROD-1776,Clothing,Asia Pacific,339.84,27.19,367.03
TRX-15669,2025-09-11,CUST-424,PROD-4257,Clothing,North America,258.65,20.69,279.34
TRX-15670,2025-06-09,CUST-926,PROD-1298,Toys,Asia Pacific,12.83,1.03,13.86
TRX-15671,2025-11-30,CUST-431,PROD-4060,Toys,North America,335.39,26.83,362.22
TRX-15672,2025-05-24,CUST-869,PROD-1275,Sports,North America,165.72,13.26,178.98
TRX-15673,2025-11-14,CUST-958,PROD-4049,Electronics,Latin America,454.94,36.4,491.34
TRX-15674,2025-12-10,CUST-604,PROD-4072,Clothing,Latin America,186.99,14.96,201.95
TRX-15675,2025-12-09,CUST-659,PROD-2313,Sports,Asia Pacific,421.59,33.73,455.32
TRX-15676,2025-10-15,CUST-862,PROD-4072,Toys,Asia Pacific,266.45,21.32,287.77
TRX-15677,2025-10-09,CUST-777,PROD-2974,Toys,Europe,107.53,8.6,116.13
TRX-15678,2025-04-30,CUST-587,PROD-2136,Toys,Europe,191.25,15.3,206.55
TRX-15679,2025-11-16,CUST-540,PROD-4524,Clothing,Latin America,148.13,11.85,159.98
TRX-15680,2025-11-22,CUST-713,PROD-4438,Sports,Latin America,296.47,23.72,320.19
TRX-15681,2025-09-25,CUST-754,PROD-1850,Electronics,Latin America,486.39,38.91,525.3
TRX-15682,2025-09-08,CUST-698,PROD-2164,Clothing,North America,159.5,12.76,172.26
TRX-15683,2025-05-26,CUST-350,PROD-1912,Sports,North America,212.16,16.97,229.13
TRX-15684,2025-12-13,CUST-103,PROD-4469,Clothing,North America,53.88,4.31,58.19
TRX-15685,2025-05-09,CUST-198,PROD-3244,Home & Garden,Europe,267.38,21.39,288.77
TRX-15686,2025-12-29,CUST-268,PROD-1047,Toys,North America,333.52,26.68,360.2
TRX-15687,2025-06-15,CUST-734,PROD-3730,Home & Garden,Europe,388.03,31.04,419.07
TRX-15688,2025-07-07,CUST-821,PROD-4214,Electronics,Asia Pacific,26.81,2.14,28.95
TRX-15689,2025-07-12,CUST-768,PROD-4524,Clothing,Latin America,300.62,24.05,324.67
TRX-15690,2025-06-29,CUST-201,PROD-3356,Toys,Europe,490.79,39.26,530.05
TRX-15691,2025-04-21,CUST-818,PROD-1490,Clothing,Asia Pacific,31.98,2.56,34.54
TRX-15692,2025-09-25,CUST-741,PROD-2476,Home & Garden,Asia Pacific,351.28,28.1,379.38
TRX-15693,2025-10-02,CUST-925,PROD-4105,Electronics,Asia Pacific,174.55,13.96,188.51
TRX-15694,2025-10-25,CUST-538,PROD-1796,Electronics,North America,487.65,39.01,526.66
TRX-15695,2025-10-22,CUST-618,PROD-1543,Electronics,Asia Pacific,225.4,18.03,243.43
TRX-15696,2025-02-26,CUST-520,PROD-3841,Electronics,Asia Pacific,160.21,12.82,173.03
TRX-15697,2026-01-01,CUST-520,PROD-1282,Toys,North America,348.7,27.9,376.6
TRX-15698,2025-11-21,CUST-429,PROD-2599,Electronics,North America,152.26,12.18,164.44
TRX-15699,2025-08-22,CUST-343,PROD-3960,Toys,North America,304.76,24.38,329.14
TRX-15700,2025-09-18,CUST-615,PROD-3047,Sports,Asia Pacific,484.32,38.75,523.07
TRX-15701,2025-06-21,CUST-689,PROD-1767,Home & Garden,Asia Pacific,180.02,14.4,194.42
TRX-15702,2025-01-20,CUST-691,PROD-1763,Home & Garden,Asia Pacific,45.91,3.67,49.58
TRX-15703,2025-05-04,CUST-608,PROD-3895,Home & Garden,Europe,75.04,6.0,81.04
TRX-15704,2025-04-18,CUST-159,PROD-3154,Sports,Latin America,259.82,20.79,280.61
TRX-15705,2025-11-12,CUST-965,PROD-4091,Clothing,Asia Pacific,65.16,5.21,70.37
TRX-15706,2025-02-04,CUST-587,PROD-1513,Clothing,Latin America,479.12,38.33,517.45
TRX-15707,2025-11-22,CUST-691,PROD-2403,Clothing,Europe,162.38,12.99,175.37
TRX-15708,2025-05-01,CUST-760,PROD-4396,Home & Garden,Asia Pacific,152.5,12.2,164.7
TRX-15709,2025-04-29,CUST-638,PROD-1087,Home & Garden,Europe,142.33,11.39,153.72
TRX-15710,2025-02-11,CUST-274,PROD-4367,Sports,Asia Pacific,212.29,16.98,229.27
TRX-15711,2025-02-06,CUST-286,PROD-2091,Clothing,Asia Pacific,236.81,18.94,255.75
TRX-15712,2025-02-26,CUST-270,PROD-2466,Sports,Latin America,171.39,13.71,185.1
TRX-15713,2025-07-14,CUST-267,PROD-1917,Clothing,Europe,197.09,15.77,212.86
TRX-15714,2025-05-01,CUST-617,PROD-2032,Toys,Europe,335.58,26.85,362.43
TRX-15715,2025-04-02,CUST-608,PROD-4734,Sports,Europe,192.73,15.42,208.15
TRX-15716,2025-04-11,CUST-617,PROD-1224,Sports,Europe,57.09,4.57,61.66
TRX-15717,2025-04-11,CUST-999,PROD-4502,Electronics,Latin America,455.3,36.42,491.72
TRX-15718,2025-01-05,CUST-506,PROD-3911,Home & Garden,Latin America,29.2,2.34,31.54
TRX-15719,2025-07-12,CUST-760,PROD-1104,Home & Garden,North America,218.58,17.49,236.07
TRX-15720,2025-10-31,CUST-428,PROD-1984,Electronics,Latin America,15.5,1.24,16.74
TRX-15721,2025-09-19,CUST-216,PROD-2483,Toys,Latin America,413.55,33.08,446.63
TRX-15722,2025-05-14,CUST-393,PROD-2721,Toys,Latin America,224.35,17.95,242.3
TRX-15723,2025-09-24,CUST-924,PROD-1038,Electronics,Europe,298.58,23.89,322.47
TRX-15724,2025-01-03,CUST-350,PROD-3391,Electronics,Europe,170.16,13.61,183.77
TRX-15725,2025-01-16,CUST-348,PROD-2341,Sports,Latin America,455.71,36.46,492.17
TRX-15726,2025-12-29,CUST-264,PROD-2455,Electronics,North America,482.7,38.62,521.32
TRX-15727,2025-09-21,CUST-609,PROD-2582,Sports,Latin America,162.65,13.01,175.66
TRX-15728,2025-04-22,CUST-848,PROD-2722,Toys,Europe,229.75,18.38,248.13
TRX-15729,2025-08-15,CUST-548,PROD-3376,Electronics,North America,68.77,5.5,74.27
TRX-15730,2025-09-12,CUST-693,PROD-3391,Electronics,Latin America,90.19,7.22,97.41
TRX-15731,2025-01-30,CUST-933,PROD-4664,Toys,Latin America,243.95,19.52,263.47
TRX-15732,2025-05-16,CUST-421,PROD-1132,Toys,North America,350.09,28.01,378.1
TRX-15733,2025-03-02,CUST-953,PROD-1670,Clothing,Europe,192.09,15.37,207.46
TRX-15734,2025-06-06,CUST-508,PROD-2463,Toys,North America,395.24,31.62,426.86
TRX-15735,2025-10-06,CUST-512,PROD-1392,Sports,Asia Pacific,81.4,6.51,87.91
TRX-15736,2025-08-16,CUST-629,PROD-2901,Sports,Asia Pacific,394.06,31.52,425.58
TRX-15737,2025-12-07,CUST-477,PROD-4456,Toys,Europe,83.71,6.7,90.41
TRX-15738,2025-02-15,CUST-923,PROD-4528,Sports,Europe,495.25,39.62,534.87
TRX-15739,2025-08-13,CUST-606,PROD-4138,Clothing,Asia Pacific,393.9,31.51,425.41
TRX-15740,2025-11-10,CUST-384,PROD-3906,Electronics,Europe,240.36,19.23,259.59
TRX-15741,2025-01-02,CUST-331,PROD-2950,Electronics,Europe,145.09,11.61,156.7
TRX-15742,2025-05-23,CUST-805,PROD-4613,Home & Garden,Asia Pacific,211.37,16.91,228.28
TRX-15743,2025-06-14,CUST-822,PROD-3552,Electronics,Latin America,217.4,17.39,234.79
TRX-15744,2025-05-14,CUST-321,PROD-4847,Home & Garden,Latin America,113.1,9.05,122.15
TRX-15745,2025-11-17,CUST-457,PROD-1704,Toys,Europe,386.2,30.9,417.1
TRX-15746,2025-06-11,CUST-146,PROD-2568,Sports,Europe,201.97,16.16,218.13
TRX-15747,2025-12-31,CUST-340,PROD-4936,Toys,Asia Pacific,117.72,9.42,127.14
TRX-15748,2025-05-02,CUST-890,PROD-1025,Electronics,Latin America,495.81,39.66,535.47
TRX-15749,2025-12-06,CUST-950,PROD-2227,Clothing,Latin America,267.49,21.4,288.89
TRX-15750,2025-04-16,CUST-499,PROD-3776,Clothing,Latin America,188.2,15.06,203.26
TRX-15751,2025-10-16,CUST-931,PROD-1869,Home & Garden,Asia Pacific,217.53,17.4,234.93
TRX-15752,2025-02-09,CUST-749,PROD-2663,Electronics,Europe,222.09,17.77,239.86
TRX-15753,2025-02-10,CUST-692,PROD-4755,Electronics,Europe,149.6,11.97,161.57
TRX-15754,2025-06-02,CUST-273,PROD-1620,Toys,Europe,51.46,4.12,55.58
TRX-15755,2025-03-24,CUST-369,PROD-1141,Toys,Latin America,165.11,13.21,178.32
TRX-15756,2025-10-14,CUST-731,PROD-3838,Clothing,Asia Pacific,423.39,33.87,457.26
TRX-15757,2025-09-03,CUST-235,PROD-3639,Clothing,Asia Pacific,30.45,2.44,32.89
TRX-15758,2025-05-09,CUST-316,PROD-4198,Clothing,North America,167.22,13.38,180.6
TRX-15759,2025-02-11,CUST-609,PROD-3212,Home & Garden,Europe,247.21,19.78,266.99
TRX-15760,2025-06-17,CUST-431,PROD-2695,Electronics,Latin America,379.18,30.33,409.51
TRX-15761,2025-01-28,CUST-370,PROD-2107,Home & Garden,Latin America,99.71,7.98,107.69
TRX-15762,2025-08-01,CUST-686,PROD-4284,Home & Garden,Europe,14.55,1.16,15.71
TRX-15763,2025-01-14,CUST-664,PROD-1443,Electronics,Europe,97.88,7.83,105.71
TRX-15764,2025-08-08,CUST-189,PROD-2383,Electronics,Latin America,306.05,24.48,330.53
TRX-15765,2025-09-29,CUST-982,PROD-2146,Toys,Latin America,162.76,13.02,175.78
TRX-15766,2025-03-27,CUST-922,PROD-4445,Clothing,North America,150.14,12.01,162.15
TRX-15767,2025-04-05,CUST-274,PROD-1753,Home & Garden,North America,75.86,6.07,81.93
TRX-15768,2025-10-14,CUST-603,PROD-1506,Toys,Latin America,26.55,2.12,28.67
TRX-15769,2025-09-29,CUST-202,PROD-4179,Clothing,North America,77.31,6.18,83.49
TRX-15770,2025-05-17,CUST-556,PROD-1181,Electronics,Latin America,440.38,35.23,475.61
TRX-15771,2025-04-20,CUST-661,PROD-4733,Clothing,Latin America,129.24,10.34,139.58
TRX-15772,2025-02-13,CUST-332,PROD-2722,Clothing,Europe,283.15,22.65,305.8
TRX-15773,2025-08-12,CUST-988,PROD-2442,Clothing,Asia Pacific,495.77,39.66,535.43
TRX-15774,2025-05-03,CUST-437,PROD-4586,Toys,Europe,413.13,33.05,446.18
TRX-15775,2025-11-07,CUST-160,PROD-4826,Electronics,North America,213.96,17.12,231.08
TRX-15776,2025-06-23,CUST-659,PROD-3815,Electronics,Europe,351.81,28.14,379.95
TRX-15777,2025-01-07,CUST-127,PROD-3184,Toys,North America,351.79,28.14,379.93
TRX-15778,2025-03-05,CUST-573,PROD-1328,Clothing,Latin America,244.28,19.54,263.82
TRX-15779,2025-04-01,CUST-899,PROD-3499,Electronics,Latin America,53.98,4.32,58.3
TRX-15780,2025-11-14,CUST-847,PROD-3692,Home & Garden,North America,450.89,36.07,486.96
TRX-15781,2025-01-03,CUST-815,PROD-1110,Toys,North America,351.91,28.15,380.06
TRX-15782,2025-12-21,CUST-351,PROD-4656,Electronics,Latin America,87.57,7.01,94.58
TRX-15783,2025-02-13,CUST-576,PROD-3180,Home & Garden,North America,241.88,19.35,261.23
TRX-15784,2025-07-20,CUST-307,PROD-4079,Home & Garden,Latin America,262.37,20.99,283.36
TRX-15785,2025-01-17,CUST-117,PROD-4086,Sports,Asia Pacific,346.96,27.76,374.72
TRX-15786,2025-09-17,CUST-150,PROD-2866,Sports,Asia Pacific,142.47,11.4,153.87
TRX-15787,2025-11-20,CUST-201,PROD-1406,Clothing,Europe,459.22,36.74,495.96
TRX-15788,2025-08-29,CUST-688,PROD-1987,Sports,Europe,403.63,32.29,435.92
TRX-15789,2025-04-21,CUST-202,PROD-2607,Clothing,Europe,427.43,34.19,461.62
TRX-15790,2025-09-06,CUST-745,PROD-1433,Sports,Latin America,273.64,21.89,295.53
TRX-15791,2025-06-16,CUST-845,PROD-3497,Toys,Asia Pacific,440.27,35.22,475.49
TRX-15792,2025-03-12,CUST-178,PROD-1454,Electronics,Latin America,425.71,34.06,459.77
TRX-15793,2025-09-05,CUST-509,PROD-2739,Clothing,Europe,329.0,26.32,355.32
TRX-15794,2025-02-16,CUST-842,PROD-2856,Toys,Asia Pacific,334.64,26.77,361.41
TRX-15795,2025-08-13,CUST-814,PROD-1111,Sports,North America,120.35,9.63,129.98
TRX-15796,2025-02-12,CUST-419,PROD-4963,Clothing,Europe,494.74,39.58,534.32
TRX-15797,2025-06-01,CUST-780,PROD-1398,Electronics,Latin America,282.58,22.61,305.19
TRX-15798,2025-02-19,CUST-705,PROD-3619,Home & Garden,Asia Pacific,66.22,5.3,71.52
TRX-15799,2025-04-23,CUST-698,PROD-1270,Sports,Latin America,251.73,20.14,271.87
TRX-15800,2025-06-23,CUST-538,PROD-2747,Sports,North America,75.47,6.04,81.51
TRX-15801,2025-04-29,CUST-906,PROD-4658,Home & Garden,Asia Pacific,463.6,37.09,500.69
TRX-15802,2025-04-25,CUST-403,PROD-3595,Electronics,Europe,142.65,11.41,154.06
TRX-15803,2025-07-18,CUST-756,PROD-2535,Clothing,North America,176.68,14.13,190.81
TRX-15804,2025-10-06,CUST-654,PROD-4923,Sports,Latin America,476.18,38.09,514.27
TRX-15805,2025-10-14,CUST-964,PROD-4446,Electronics,North America,279.8,22.38,302.18
TRX-15806,2025-12-23,CUST-849,PROD-4478,Home & Garden,North America,429.68,34.37,464.05
TRX-15807,2025-09-21,CUST-417,PROD-1128,Sports,Asia Pacific,242.4,19.39,261.79
TRX-15808,2025-12-22,CUST-326,PROD-3379,Clothing,Latin America,228.1,18.25,246.35
TRX-15809,2025-01-19,CUST-696,PROD-2641,Toys,Europe,165.63,13.25,178.88
TRX-15810,2025-04-22,CUST-564,PROD-2506,Sports,North America,303.4,24.27,327.67
TRX-15811,2025-06-11,CUST-711,PROD-3181,Clothing,Asia Pacific,386.07,30.89,416.96
TRX-15812,2025-08-05,CUST-412,PROD-4044,Electronics,North America,341.63,27.33,368.96
TRX-15813,2025-06-08,CUST-802,PROD-2564,Sports,Latin America,263.14,21.05,284.19
TRX-15814,2025-12-05,CUST-256,PROD-3443,Electronics,Europe,197.88,15.83,213.71
TRX-15815,2025-04-25,CUST-304,PROD-4210,Home & Garden,Europe,457.61,36.61,494.22
TRX-15816,2025-05-08,CUST-259,PROD-2752,Electronics,North America,373.88,29.91,403.79
TRX-15817,2025-03-13,CUST-523,PROD-1400,Electronics,Europe,160.34,12.83,173.17
TRX-15818,2025-05-18,CUST-727,PROD-1012,Toys,Latin America,253.19,20.26,273.45
TRX-15819,2025-08-21,CUST-541,PROD-2231,Home & Garden,North America,247.96,19.84,267.8
TRX-15820,2025-10-15,CUST-413,PROD-3191,Clothing,Latin America,66.84,5.35,72.19
TRX-15821,2025-03-20,CUST-747,PROD-2553,Sports,Latin America,190.37,15.23,205.6
TRX-15822,2025-04-22,CUST-189,PROD-2280,Sports,Latin America,149.01,11.92,160.93
TRX-15823,2025-02-12,CUST-131,PROD-1399,Toys,North America,359.3,28.74,388.04
TRX-15824,2025-07-11,CUST-724,PROD-3440,Home & Garden,Latin America,108.32,8.67,116.99
TRX-15825,2025-01-23,CUST-967,PROD-3585,Electronics,North America,12.65,1.01,13.66
TRX-15826,2025-12-24,CUST-967,PROD-3293,Toys,North America,243.2,19.46,262.66
TRX-15827,2025-07-25,CUST-164,PROD-4337,Electronics,Asia Pacific,126.87,10.15,137.02
TRX-15828,2025-05-14,CUST-742,PROD-4218,Electronics,Asia Pacific,421.16,33.69,454.85
TRX-15829,2025-03-08,CUST-238,PROD-1652,Sports,Europe,372.4,29.79,402.19
TRX-15830,2025-07-10,CUST-201,PROD-2930,Toys,Asia Pacific,367.8,29.42,397.22
TRX-15831,2025-03-15,CUST-349,PROD-1720,Toys,Asia Pacific,45.93,3.67,49.6
TRX-15832,2025-12-01,CUST-735,PROD-2267,Home & Garden,Europe,482.42,38.59,521.01
TRX-15833,2025-09-26,CUST-390,PROD-1197,Clothing,North America,30.42,2.43,32.85
TRX-15834,2025-12-31,CUST-498,PROD-2692,Sports,North America,358.71,28.7,387.41
TRX-15835,2025-12-26,CUST-781,PROD-2133,Clothing,Asia Pacific,383.31,30.66,413.97
TRX-15836,2025-01-24,CUST-544,PROD-3884,Electronics,North America,255.59,20.45,276.04
TRX-15837,2025-01-26,CUST-861,PROD-3002,Clothing,Latin America,57.6,4.61,62.21
TRX-15838,2025-01-17,CUST-252,PROD-3500,Clothing,Latin America,232.53,18.6,251.13
TRX-15839,2025-01-07,CUST-729,PROD-3212,Toys,Europe,490.84,39.27,530.11
TRX-15840,2025-11-11,CUST-705,PROD-2587,Sports,Latin America,72.89,5.83,78.72
TRX-15841,2025-04-15,CUST-127,PROD-4197,Electronics,Asia Pacific,411.59,32.93,444.52
TRX-15842,2025-10-13,CUST-365,PROD-4754,Clothing,Europe,74.7,5.98,80.68
TRX-15843,2025-09-05,CUST-394,PROD-3432,Toys,Asia Pacific,141.81,11.34,153.15
